No.,Time,Source,Destination,Protocol,Length,Info
3094,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=4337 Ack=1320490 Win=790272 Len=0
3095,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1320490 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3096,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1321790 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3097,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=4337 Ack=1323090 Win=790272 Len=0
3098,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1323090 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3099,9:25:29,199.232.37.164,10.18.226.153,TLSv1.2,1354,[TLS segment of a reassembled PDU]
3100,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=4337 Ack=1325690 Win=790272 Len=0
3101,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1325690 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3102,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1326990 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3103,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=4337 Ack=1328290 Win=790272 Len=0
3104,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1328290 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3105,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1329590 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3106,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=4337 Ack=1330890 Win=790272 Len=0
3107,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1330890 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3108,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1332190 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3109,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=4337 Ack=1333490 Win=790272 Len=0
3110,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1333490 Ack=4337 Win=158208 Len=1300 [TCP segment of a reassembled PDU]
3111,9:25:29,199.232.37.164,10.18.226.153,HTTP2,1064,"DATA[27], DATA[27] (JPEG JFIF image)"
3112,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=4337 Ack=1335800 Win=790272 Len=0
3113,9:25:29,10.18.226.153,199.232.37.164,HTTP2,176,HEADERS[29]: GET /fonts/family/cheltenham/cheltenham-italic-700.f99a0459024509f157a3352e5de4f873.woff2
3114,9:25:29,10.18.226.153,199.232.37.164,HTTP2,198,HEADERS[29]: GET /newsgraphics/2022-07-12-extreme-heat/90752ba8ff26f79165311a578b8613633f6972a5/_assets/build/css/components.css
3115,9:25:29,199.232.37.164,10.18.226.153,TCP,261,"[TCP Spurious Retransmission] 443  >  1776 [PSH, ACK] Seq=211701 Ack=3229 Win=157184 Len=207"
3116,9:25:29,10.18.226.153,199.232.37.164,TCP,66,[TCP Dup ACK 3113#1] 1776  >  443 [ACK] Seq=3351 Ack=211908 Win=131072 Len=0 SLE=211701 SRE=211908
3117,9:25:29,199.232.37.164,10.18.226.153,TCP,54,443  >  1776 [ACK] Seq=211908 Ack=3351 Win=157184 Len=0
3118,9:25:29,199.232.37.164,10.18.226.153,HTTP2,625,HEADERS[29]: 200 OK
3119,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=212479 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3120,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=213779 Win=131072 Len=0
3121,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=213779 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3122,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=215079 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3123,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=216379 Win=131072 Len=0
3124,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=216379 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3125,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=217679 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3126,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=218979 Win=131072 Len=0
3127,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,"443  >  1776 [PSH, ACK] Seq=218979 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]"
3128,9:25:29,10.18.226.153,142.251.41.14,UDP,71,60870  >  443 Len=29
3129,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=220279 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3130,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=221579 Win=131072 Len=0
3131,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=221579 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3132,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=222879 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3133,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=224179 Win=131072 Len=0
3134,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=224179 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3135,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=225479 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3136,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=226779 Win=131072 Len=0
3137,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,"443  >  1776 [PSH, ACK] Seq=226779 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]"
3138,9:25:29,199.232.37.164,10.18.226.153,TCP,54,443  >  1767 [ACK] Seq=1335800 Ack=4481 Win=159744 Len=0
3139,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1335800 Ack=4481 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3140,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1337100 Ack=4481 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3141,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=4481 Ack=1338400 Win=790272 Len=0
3142,9:25:29,199.232.37.164,10.18.226.153,HTTP2,1347,"HEADERS[29]: 200 OK, DATA[29] (text/css)"
3143,9:25:29,199.232.37.164,10.18.226.153,TLSv1.2,1354,[TLS segment of a reassembled PDU]
3144,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=229379 Win=131072 Len=0
3145,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=229379 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3146,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=230679 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3147,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=231979 Win=131072 Len=0
3148,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=231979 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3149,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=233279 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3150,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=234579 Win=131072 Len=0
3151,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,"443  >  1776 [PSH, ACK] Seq=234579 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]"
3152,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=235879 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3153,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=237179 Win=131072 Len=0
3154,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=237179 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3155,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=238479 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3156,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=239779 Win=131072 Len=0
3157,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=239779 Ack=3351 Win=157184 Len=1300 [TCP segment of a reassembled PDU]
3158,9:25:29,199.232.37.164,10.18.226.153,HTTP2,150,"DATA[29], DATA[29]"
3159,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3351 Ack=241175 Win=131072 Len=0
3160,9:25:29,142.251.41.14,10.18.226.153,UDP,68,443  >  60870 Len=26
3161,9:25:29,10.18.226.153,142.250.65.163,UDP,160,59894  >  443 Len=118
3162,9:25:29,142.250.65.163,10.18.226.153,UDP,73,443  >  59894 Len=31
3163,9:25:29,10.18.226.153,199.232.37.164,HTTP2,188,HEADERS[31]: GET /newsgraphics/2022-07-12-extreme-heat/90752ba8ff26f79165311a578b8613633f6972a5/_assets/map_images.json
3164,9:25:29,10.18.226.153,199.232.37.164,HTTP2,189,HEADERS[33]: GET /newsgraphics/2022-07-12-extreme-heat/90752ba8ff26f79165311a578b8613633f6972a5/_assets/build/js/main.js
3165,9:25:29,10.18.226.153,199.232.37.164,HTTP2,192,HEADERS[35]: GET /newsgraphics/2022-07-12-extreme-heat/90752ba8ff26f79165311a578b8613633f6972a5/_assets/build/js/freebird.js
3166,9:25:29,10.18.226.153,142.250.65.163,UDP,75,59894  >  443 Len=33
3167,9:25:29,199.232.37.164,10.18.226.153,TCP,54,443  >  1776 [ACK] Seq=241175 Ack=3485 Win=158208 Len=0
3168,9:25:29,199.232.37.164,10.18.226.153,TCP,54,443  >  1776 [ACK] Seq=241175 Ack=3620 Win=159232 Len=0
3169,9:25:29,199.232.37.164,10.18.226.153,TCP,54,443  >  1776 [ACK] Seq=241175 Ack=3758 Win=160256 Len=0
3170,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=241175 Ack=3758 Win=160256 Len=1300 [TCP segment of a reassembled PDU]
3171,9:25:29,199.232.37.164,10.18.226.153,HTTP2/JSON,123,"HEADERS[31]: 200 OK, DATA[31], JavaScript Object Notation (application/json)"
3172,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3758 Ack=242544 Win=131072 Len=0
3173,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=242544 Ack=3758 Win=160256 Len=1300 [TCP segment of a reassembled PDU]
3174,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=243844 Ack=3758 Win=160256 Len=1300 [TCP segment of a reassembled PDU]
3175,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3758 Ack=245144 Win=131072 Len=0
3176,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=245144 Ack=3758 Win=160256 Len=1300 [TCP segment of a reassembled PDU]
3177,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1776 [ACK] Seq=246444 Ack=3758 Win=160256 Len=1300 [TCP segment of a reassembled PDU]
3178,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1776  >  443 [ACK] Seq=3758 Ack=247744 Win=131072 Len=0
3179,9:25:29,199.232.37.164,10.18.226.153,HTTP2,331,"HEADERS[35]: 200 OK, HEADERS[33]: 200 OK, DATA[33], DATA[35]"
3180,9:25:29,142.250.65.163,10.18.226.153,UDP,192,443  >  59894 Len=150
3181,9:25:29,142.250.65.163,10.18.226.153,UDP,65,443  >  59894 Len=23
3182,9:25:29,10.18.226.153,142.250.65.163,UDP,81,59894  >  443 Len=39
3183,9:25:29,199.232.37.164,10.18.226.153,TCP,1347,"[TCP Retransmission] 443  >  1767 [PSH, ACK] Seq=1338400 Ack=4481 Win=159744 Len=1293"
3184,9:25:29,10.18.226.153,199.232.37.164,TCP,66,1767  >  443 [ACK] Seq=4481 Ack=1339693 Win=788992 Len=0 SLE=1338400 SRE=1339693
3185,9:25:29,10.18.226.153,142.250.65.163,UDP,75,59894  >  443 Len=33
3186,9:25:29,10.18.226.153,128.122.0.11,TCP,66,1782  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
3187,9:25:29,142.250.65.163,10.18.226.153,UDP,67,443  >  59894 Len=25
3188,9:25:29,10.18.226.153,128.122.0.11,TCP,66,1783  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
3189,9:25:29,10.18.226.153,142.250.65.163,UDP,175,59894  >  443 Len=133
3190,9:25:29,128.122.0.11,10.18.226.153,TCP,66,"53  >  1782 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1300 SACK_PERM WS=256"
3191,9:25:29,10.18.226.153,128.122.0.11,TCP,54,1782  >  53 [ACK] Seq=1 Ack=1 Win=131072 Len=0
3192,9:25:29,128.122.0.11,10.18.226.153,TCP,66,"53  >  1783 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1300 SACK_PERM WS=256"
3193,9:25:29,10.18.226.153,128.122.0.11,TCP,54,1783  >  53 [ACK] Seq=1 Ack=1 Win=131072 Len=0
3194,9:25:29,10.18.226.153,128.122.0.11,TCP,56,"1782  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=2 [TCP segment of a reassembled PDU]"
3195,9:25:29,10.18.226.153,128.122.0.11,DNS,83,Standard query 0xb6c2 A int.nyt.com
3196,9:25:29,10.18.226.153,128.122.0.11,TCP,56,"1783  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=2 [TCP segment of a reassembled PDU]"
3197,9:25:29,10.18.226.153,128.122.0.11,DNS,83,Standard query 0xe50c HTTPS int.nyt.com
3198,9:25:29,128.122.0.11,10.18.226.153,TCP,54,53  >  1782 [ACK] Seq=1 Ack=3 Win=29440 Len=0
3199,9:25:29,128.122.0.11,10.18.226.153,TCP,54,53  >  1782 [ACK] Seq=1 Ack=32 Win=29440 Len=0
3200,9:25:29,128.122.0.11,10.18.226.153,DNS,300,Standard query response 0xb6c2 A int.nyt.com CNAME int.xovr.nyt.net CNAME nytimes.map.fastly.net A 199.232.37.164 NS ns3.fastly.net NS ns2.fastly.net NS ns4.fastly.net NS ns1.fastly.net A 23.235.32.32 A 104.156.80.32 A 23.235.36.32 A 104.156.84.32
3201,9:25:29,128.122.0.11,10.18.226.153,TCP,54,53  >  1783 [ACK] Seq=1 Ack=3 Win=29440 Len=0
3202,9:25:29,128.122.0.11,10.18.226.153,TCP,54,53  >  1783 [ACK] Seq=1 Ack=32 Win=29440 Len=0
3203,9:25:29,128.122.0.11,10.18.226.153,DNS,206,Standard query response 0xe50c HTTPS int.nyt.com CNAME int.xovr.nyt.net CNAME nytimes.map.fastly.net SOA ns1.fastly.net
3204,9:25:29,10.18.226.153,128.122.0.11,TCP,54,"1782  >  53 [FIN, ACK] Seq=32 Ack=247 Win=130816 Len=0"
3205,9:25:29,142.250.65.163,10.18.226.153,UDP,73,443  >  59894 Len=31
3206,9:25:29,199.232.37.164,10.18.226.153,TCP,331,"[TCP Retransmission] 443  >  1776 [PSH, ACK] Seq=247744 Ack=3758 Win=160256 Len=277"
3207,9:25:29,10.18.226.153,199.232.37.164,TCP,66,1776  >  443 [ACK] Seq=3758 Ack=248021 Win=130816 Len=0 SLE=247744 SRE=248021
3208,9:25:29,10.18.226.153,128.122.0.11,TCP,54,"1783  >  53 [FIN, ACK] Seq=32 Ack=153 Win=131072 Len=0"
3209,9:25:29,10.18.226.153,199.232.37.164,HTTP2,181,HEADERS[31]: GET /newsgraphics/2022/extreme_heat/map_images/2023-07-21_apt_2023-07-21-08_r0sonx.png
3210,9:25:29,10.18.226.153,142.250.65.163,UDP,75,59894  >  443 Len=33
3211,9:25:29,10.18.226.153,199.232.37.164,HTTP2,172,HEADERS[33]: GET /newsgraphics/2022/extreme_heat/map_images/2023-07-22_apt_2023-07-21-08_r0sonx.png
3212,9:25:29,10.18.226.153,199.232.37.164,HTTP2,172,HEADERS[35]: GET /newsgraphics/2022/extreme_heat/map_images/2023-07-23_apt_2023-07-21-08_r0sonx.png
3213,9:25:29,128.122.0.11,10.18.226.153,TCP,54,"53  >  1782 [FIN, ACK] Seq=247 Ack=33 Win=29440 Len=0"
3214,9:25:29,10.18.226.153,199.232.37.164,HTTP2,172,HEADERS[37]: GET /newsgraphics/2022/extreme_heat/map_images/2023-07-24_apt_2023-07-21-08_r0sonx.png
3215,9:25:29,10.18.226.153,128.122.0.11,TCP,54,1782  >  53 [ACK] Seq=33 Ack=248 Win=130816 Len=0
3216,9:25:29,128.122.0.11,10.18.226.153,TCP,54,"53  >  1783 [FIN, ACK] Seq=153 Ack=33 Win=29440 Len=0"
3217,9:25:29,10.18.226.153,128.122.0.11,TCP,54,1783  >  53 [ACK] Seq=33 Ack=154 Win=131072 Len=0
3218,9:25:29,199.232.37.164,10.18.226.153,TCP,54,443  >  1767 [ACK] Seq=1339693 Ack=4608 Win=159744 Len=0
3219,9:25:29,10.18.226.153,199.232.37.164,HTTP2,172,HEADERS[39]: GET /newsgraphics/2022/extreme_heat/map_images/2023-07-25_apt_2023-07-21-08_r0sonx.png
3220,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1339693 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3221,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1340993 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3222,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1342293 Win=790272 Len=0
3223,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1342293 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3224,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1343593 Win=790272 Len=0
3225,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1343593 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3226,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1344893 Win=790272 Len=0
3227,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1344893 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3228,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1346193 Win=790272 Len=0
3229,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1346193 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3230,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1347493 Win=790272 Len=0
3231,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1347493 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3232,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1348793 Win=790272 Len=0
3233,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1348793 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3234,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1350093 Win=790272 Len=0
3235,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1350093 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3236,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1351393 Win=790272 Len=0
3237,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1351393 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3238,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1352693 Win=790272 Len=0
3239,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1352693 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3240,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1353993 Win=790272 Len=0
3241,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1353993 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3242,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1355293 Win=790272 Len=0
3243,9:25:29,199.232.37.164,10.18.226.153,HTTP2,434,"HEADERS[31]: 200 OK, DATA[31]"
3244,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1355673 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3245,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1356973 Win=790272 Len=0
3246,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1356973 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3247,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1358273 Win=790272 Len=0
3248,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1358273 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3249,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1359573 Win=790272 Len=0
3250,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1359573 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3251,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1360873 Win=790272 Len=0
3252,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1360873 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3253,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1362173 Win=790272 Len=0
3254,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1362173 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3255,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1363473 Win=790272 Len=0
3256,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1363473 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3257,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1364773 Win=790272 Len=0
3258,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1364773 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3259,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5080 Ack=1366073 Win=790272 Len=0
3260,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1366073 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3261,9:25:29,10.18.226.153,199.232.37.164,HTTP2,172,HEADERS[41]: GET /newsgraphics/2022/extreme_heat/map_images/2023-07-26_apt_2023-07-21-08_r0sonx.png
3262,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1367373 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3263,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5198 Ack=1368673 Win=790272 Len=0
3264,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1368673 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3265,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5198 Ack=1369973 Win=790272 Len=0
3266,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1369973 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3267,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5198 Ack=1371273 Win=790272 Len=0
3268,9:25:29,199.232.37.164,10.18.226.153,TLSv1.2,1354,[TLS segment of a reassembled PDU]
3269,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5198 Ack=1372573 Win=790272 Len=0
3270,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1372573 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3271,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5198 Ack=1373873 Win=790272 Len=0
3272,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,443  >  1767 [ACK] Seq=1373873 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]
3273,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5198 Ack=1375173 Win=790272 Len=0
3274,9:25:29,199.232.37.164,10.18.226.153,TCP,1354,"443  >  1767 [PSH, ACK] Seq=1375173 Ack=4608 Win=159744 Len=1300 [TCP segment of a reassembled PDU]"
3275,9:25:29,10.18.226.153,199.232.37.164,TCP,54,1767  >  443 [ACK] Seq=5198 Ack=1376473 Win=790272 Len=0
